gene,log2FoldChange,pvalue,t_statistic,mean_group1,mean_group2,padj,abs_log2FC,significant
PACSIN1,-0.268724283721018,0.01018566865074755,-2.574820761241941,4.677477876106195,4.946202159827213,0.013720204729726116,0.268724283721018,False
LOC646214,0.9350208444828834,6.3058148637806986e-77,20.467965648679822,7.538709181415929,6.603688336933046,1.5965535008234757e-75,0.9350208444828834,False
CCNY,-0.12535383799384547,5.4300238080554036e-05,-4.055494163234518,10.807206637168143,10.932560475161988,8.74563710497473e-05,0.12535383799384547,False
LOC728819,0.7054708960893747,6.05346777972618e-11,6.621694307599123,4.08257953539823,3.377108639308855,1.368143158651571e-10,0.7054708960893747,False
SCD5,1.385488074122211,6.266074411993169e-48,15.4345671569912,9.271788938053096,7.8863008639308845,6.131368947580755e-47,1.385488074122211,True
ZNF626,-1.6373627871805638,2.1319770777947623e-46,-15.146041945596824,5.579789048672567,7.217151835853131,1.9817896149946266e-45,1.6373627871805638,True
CCNF,0.721885461304689,2.4376882449740548e-37,13.364994610482709,9.119688053097345,8.397802591792656,1.6496951353808715e-36,0.721885461304689,False
TARP,-0.5945308609205067,2.4552340720608276e-09,-6.024657498136377,3.271332853982301,3.8658637149028077,5.120021222031511e-09,0.5945308609205067,False
CCNC,0.2847760741795522,1.6509667519081637e-11,6.8203612250161525,10.476183849557522,10.19140777537797,3.846368939486986e-11,0.2847760741795522,False
SPINK9,-0.11656732998528262,7.672222616972849e-07,-4.978170195997488,0.07052511061946902,0.18709244060475164,1.3906118040875622e-06,0.11656732998528262,False
PFN3,-0.03902582188115217,0.06935898091861344,-1.8182141474245892,0.04317676991150443,0.0822025917926566,0.08559993654073332,0.03902582188115217,False
CCNO,-0.5519244089145436,2.7700343434242554e-08,-5.604218879456253,6.226954424778761,6.778878833693304,5.452579749859892e-08,0.5519244089145436,False
CCNH,-0.23076717014851234,9.289208778049862e-13,-7.243544114631329,8.51569092920354,8.746458099352052,2.285350708118547e-12,0.23076717014851234,False
CCNI,-0.12897506594162778,0.0012570512693201908,-3.235710335262422,11.895176769911505,12.024151835853132,0.0018312408990276514,0.12897506594162778,False
CCL3L1,-0.006011901746975745,0.9547293901900129,-0.05678436876544183,4.465530862831859,4.471542764578834,0.9601332504989182,0.006011901746975745,False
CCNK,0.2926339389132053,6.5051934131366744e-21,9.614919133847716,10.372337610619468,10.079703671706262,2.3059624183248746e-20,0.2926339389132053,False
PACS2,-0.15140845796937974,7.994502735064926e-05,-3.9625233220713367,10.202457632743364,10.353866090712744,0.00012721239131018938,0.15140845796937974,False
PCM1,-0.6146361876182649,5.957593119908323e-39,-13.692576304642078,10.524049557522124,11.13868574514039,4.318935169783217e-38,0.6146361876182649,False
TBRG4,0.46138172819625645,2.1518390359529048e-29,11.66194067698987,10.646553650442476,10.18517192224622,1.0719503116878033e-28,0.46138172819625645,False
RBM7,-0.08973986696993386,0.019195196568954593,-2.345882781276629,9.152894690265487,9.242634557235421,0.025191052643784843,0.08973986696993386,False
GREM1,0.5498970749154228,7.225995326159301e-05,3.986997085209062,9.638126880530972,9.08822980561555,0.00011523701703122324,0.5498970749154228,False
ZNF705A,0.08090659750759766,0.04604493961695664,1.9977051567388235,0.4978595132743363,0.41695291576673865,0.058022215794733795,0.08090659750759766,False
ZNF804B,-0.0014740213880234804,0.956747219535007,-0.05425079571241376,0.09344800884955752,0.094922030237581,0.9617804819932287,0.0014740213880234804,False
NCKAP5,0.4945778254553801,2.1394977739187548e-05,4.272095787579414,6.032339380530973,5.537761555075593,3.537882881110652e-05,0.4945778254553801,False
GSK3B,0.6525505492746397,4.1564081921368667e-66,18.664900766256547,10.799123119469025,10.146572570194385,7.463479426572006e-65,0.6525505492746397,False
LYSMD1,0.09829746053059196,0.024975531921430212,2.24548565338058,8.014106747787611,7.915809287257019,0.03240324103693114,0.09829746053059196,False
IL1R2,1.113980215600452,6.642790734577027e-20,9.348627386551817,6.574867256637169,5.460887041036717,2.2594412481756115e-19,1.113980215600452,True
